model,weights,kv,batch,length,bytes_per_step,bandwidth_gbs,step_ms,stream_tokens_per_s,total_tokens_per_s
SmolLM2-135M,int4,int8,16,2048,500858496,16,31.304,31.9,511.1
SmolLM2-135M,int4,int8,16,2048,500858496,32,15.652,63.9,1022.2
SmolLM2-135M,int4,int8,16,2048,500858496,64,7.826,127.8,2044.5
SmolLM2-135M,int4,int8,16,2048,500858496,128,3.913,255.6,4089.0
SmolLM2-135M,int4,int8,16,2048,500858496,256,1.956,511.1,8178.0
SmolLM2-135M,int4,int8,16,2048,500858496,512,0.978,1022.2,16355.9
SmolLM2-135M,int4,int8,16,4096,890142336,4,222.536,4.5,71.9
SmolLM2-135M,int4,int8,16,4096,890142336,8,111.268,9.0,143.8
SmolLM2-135M,int4,int8,16,4096,890142336,16,55.634,18.0,287.6
SmolLM2-135M,int4,int8,16,4096,890142336,32,27.817,35.9,575.2
SmolLM2-135M,int4,int8,16,4096,890142336,64,13.908,71.9,1150.4
SmolLM2-135M,int4,int8,16,4096,890142336,128,6.954,143.8,2300.8
SmolLM2-135M,int4,int8,16,4096,890142336,256,3.477,287.6,4601.5
SmolLM2-135M,int4,int8,16,4096,890142336,512,1.739,575.2,9203.0
SmolLM2-135M,int4,int8,16,8192,1668710016,4,417.178,2.4,38.4
SmolLM2-135M,int4,int8,16,8192,1668710016,8,208.589,4.8,76.7
SmolLM2-135M,int4,int8,16,8192,1668710016,16,104.294,9.6,153.4
SmolLM2-135M,int4,int8,16,8192,1668710016,32,52.147,19.2,306.8
SmolLM2-135M,int4,int8,16,8192,1668710016,64,26.074,38.4,613.6
SmolLM2-135M,int4,int8,16,8192,1668710016,128,13.037,76.7,1227.3
SmolLM2-135M,int4,int8,16,8192,1668710016,256,6.518,153.4,2454.6
SmolLM2-135M,int4,int8,16,8192,1668710016,512,3.259,306.8,4909.2
SmolLM2-135M,int4,int8,64,128,208895616,4,52.224,19.1,1225.5
SmolLM2-135M,int4,int8,64,128,208895616,8,26.112,38.3,2451.0
SmolLM2-135M,int4,int8,64,128,208895616,16,13.056,76.6,4902.0
SmolLM2-135M,int4,int8,64,128,208895616,32,6.528,153.2,9803.9
SmolLM2-135M,int4,int8,64,128,208895616,64,3.264,306.4,19607.9
SmolLM2-135M,int4,int8,64,128,208895616,128,1.632,612.7,39215.8
SmolLM2-135M,int4,int8,64,128,208895616,256,0.816,1225.5,78431.5
SmolLM2-135M,int4,int8,64,128,208895616,512,0.408,2451.0,156863.0
SmolLM2-135M,int4,int8,64,256,306216576,4,76.554,13.1,836.0
SmolLM2-135M,int4,int8,64,256,306216576,8,38.277,26.1,1672.0
SmolLM2-135M,int4,int8,64,256,306216576,16,19.139,52.3,3344.0
SmolLM2-135M,int4,int8,64,256,306216576,32,9.569,104.5,6688.1
SmolLM2-135M,int4,int8,64,256,306216576,64,4.785,209.0,13376.2
SmolLM2-135M,int4,int8,64,256,306216576,128,2.392,418.0,26752.3
SmolLM2-135M,int4,int8,64,256,306216576,256,1.196,836.0,53504.6
SmolLM2-135M,int4,int8,64,256,306216576,512,0.598,1672.0,107009.2
SmolLM2-135M,int4,int8,64,512,500858496,4,125.215,8.0,511.1
SmolLM2-135M,int4,int8,64,512,500858496,8,62.607,16.0,1022.2
SmolLM2-135M,int4,int8,64,512,500858496,16,31.304,31.9,2044.5
SmolLM2-135M,int4,int8,64,512,500858496,32,15.652,63.9,4089.0
SmolLM2-135M,int4,int8,64,512,500858496,64,7.826,127.8,8178.0
SmolLM2-135M,int4,int8,64,512,500858496,128,3.913,255.6,16355.9
SmolLM2-135M,int4,int8,64,512,500858496,256,1.956,511.1,32711.8
SmolLM2-135M,int4,int8,64,512,500858496,512,0.978,1022.2,65423.7
SmolLM2-135M,int4,int8,64,1024,890142336,4,222.536,4.5,287.6
SmolLM2-135M,int4,int8,64,1024,890142336,8,111.268,9.0,575.2
SmolLM2-135M,int4,int8,64,1024,890142336,16,55.634,18.0,1150.4
SmolLM2-135M,int4,int8,64,1024,890142336,32,27.817,35.9,2300.8
SmolLM2-135M,int4,int8,64,1024,890142336,64,13.908,71.9,4601.5
SmolLM2-135M,int4,int8,64,1024,890142336,128,6.954,143.8,9203.0
SmolLM2-135M,int4,int8,64,1024,890142336,256,3.477,287.6,18406.0
SmolLM2-135M,int4,int8,64,1024,890142336,512,1.739,575.2,36812.1
SmolLM2-135M,int4,int8,64,2048,1668710016,4,417.178,2.4,153.4
SmolLM2-135M,int4,int8,64,2048,1668710016,8,208.589,4.8,306.8
SmolLM2-135M,int4,int8,64,2048,1668710016,16,104.294,9.6,613.6
SmolLM2-135M,int4,int8,64,2048,1668710016,32,52.147,19.2,1227.3
SmolLM2-135M,int4,int8,64,2048,1668710016,64,26.074,38.4,2454.6
SmolLM2-135M,int4,int8,64,2048,1668710016,128,13.037,76.7,4909.2
SmolLM2-135M,int4,int8,64,2048,1668710016,256,6.518,153.4,9818.4
SmolLM2-135M,int4,int8,64,2048,1668710016,512,3.259,306.8,19636.7
SmolLM2-135M,int4,int8,64,4096,3225845376,4,806.461,1.2,79.4
SmolLM2-135M,int4,int8,64,4096,3225845376,8,403.231,2.5,158.7
SmolLM2-135M,int4,int8,64,4096,3225845376,16,201.615,5.0,317.4
SmolLM2-135M,int4,int8,64,4096,3225845376,32,100.808,9.9,634.9
SmolLM2-135M,int4,int8,64,4096,3225845376,64,50.404,19.8,1269.7
SmolLM2-135M,int4,int8,64,4096,3225845376,128,25.202,39.7,2539.5
SmolLM2-135M,int4,int8,64,4096,3225845376,256,12.601,79.4,5079.0
SmolLM2-135M,int4,int8,64,4096,3225845376,512,6.300,158.7,10158.0
SmolLM2-135M,int4,int8,64,8192,6340116096,4,1585.029,0.6,40.4
SmolLM2-135M,int4,int8,64,8192,6340116096,8,792.515,1.3,80.8
SmolLM2-135M,int4,int8,64,8192,6340116096,16,396.257,2.5,161.5
SmolLM2-135M,int4,int8,64,8192,6340116096,32,198.129,5.0,323.0
SmolLM2-135M,int4,int8,64,8192,6340116096,64,99.064,10.1,646.0
SmolLM2-135M,int4,int8,64,8192,6340116096,128,49.532,20.2,1292.1
SmolLM2-135M,int4,int8,64,8192,6340116096,256,24.766,40.4,2584.2
SmolLM2-135M,int4,int8,64,8192,6340116096,512,12.383,80.8,5168.4
SmolLM2-135M,int4,int4,1,128,112358016,4,28.090,35.6,35.6
SmolLM2-135M,int4,int4,1,128,112358016,8,14.045,71.2,71.2
SmolLM2-135M,int4,int4,1,128,112358016,16,7.022,142.4,142.4
SmolLM2-135M,int4,int4,1,128,112358016,32,3.511,284.8,284.8
SmolLM2-135M,int4,int4,1,128,112358016,64,1.756,569.6,569.6
SmolLM2-135M,int4,int4,1,128,112358016,128,0.878,1139.2,1139.2
SmolLM2-135M,int4,int4,1,128,112358016,256,0.439,2278.4,2278.4
SmolLM2-135M,int4,int4,1,128,112358016,512,0.219,4556.9,4556.9
SmolLM2-135M,int4,int4,1,256,113141376,4,28.285,35.4,35.4
SmolLM2-135M,int4,int4,1,256,113141376,8,14.143,70.7,70.7
SmolLM2-135M,int4,int4,1,256,113141376,16,7.071,141.4,141.4
SmolLM2-135M,int4,int4,1,256,113141376,32,3.536,282.8,282.8
SmolLM2-135M,int4,int4,1,256,113141376,64,1.768,565.7,565.7
SmolLM2-135M,int4,int4,1,256,113141376,128,0.884,1131.3,1131.3
SmolLM2-135M,int4,int4,1,256,113141376,256,0.442,2262.7,2262.7
SmolLM2-135M,int4,int4,1,256,113141376,512,0.221,4525.3,4525.3
SmolLM2-135M,int4,int4,1,512,114708096,4,28.677,34.9,34.9
SmolLM2-135M,int4,int4,1,512,114708096,8,14.339,69.7,69.7
SmolLM2-135M,int4,int4,1,512,114708096,16,7.169,139.5,139.5
SmolLM2-135M,int4,int4,1,512,114708096,32,3.585,279.0,279.0
SmolLM2-135M,int4,int4,1,512,114708096,64,1.792,557.9,557.9
SmolLM2-135M,int4,int4,1,512,114708096,128,0.896,1115.9,1115.9
SmolLM2-135M,int4,int4,1,512,114708096,256,0.448,2231.8,2231.8
SmolLM2-135M,int4,int4,1,512,114708096,512,0.224,4463.5,4463.5
SmolLM2-135M,int4,int4,1,1024,117841536,4,29.460,33.9,33.9
SmolLM2-135M,int4,int4,1,1024,117841536,8,14.730,67.9,67.9
SmolLM2-135M,int4,int4,1,1024,117841536,16,7.365,135.8,135.8
SmolLM2-135M,int4,int4,1,1024,117841536,32,3.683,271.6,271.6
SmolLM2-135M,int4,int4,1,1024,117841536,64,1.841,543.1,543.1
SmolLM2-135M,int4,int4,1,1024,117841536,128,0.921,1086.2,1086.2
SmolLM2-135M,int4,int4,1,1024,117841536,256,0.460,2172.4,2172.4
SmolLM2-135M,int4,int4,1,1024,117841536,512,0.230,4344.8,4344.8
SmolLM2-135M,int4,int4,1,2048,124108416,4,31.027,32.2,32.2
SmolLM2-135M,int4,int4,1,2048,124108416,8,15.514,64.5,64.5
SmolLM2-135M,int4,int4,1,2048,124108416,16,7.757,128.9,128.9
SmolLM2-135M,int4,int4,1,2048,124108416,32,3.878,257.8,257.8
SmolLM2-135M,int4,int4,1,2048,124108416,64,1.939,515.7,515.7
SmolLM2-135M,int4,int4,1,2048,124108416,128,0.970,1031.4,1031.4
SmolLM2-135M,int4,int4,1,2048,124108416,256,0.485,2062.7,2062.7
SmolLM2-135M,int4,int4,1,2048,124108416,512,0.242,4125.4,4125.4
SmolLM2-135M,int4,int4,1,4096,136642176,4,34.161,29.3,29.3
SmolLM2-135M,int4,int4,1,4096,136642176,8,17.080,58.5,58.5
SmolLM2-135M,int4,int4,1,4096,136642176,16,8.540,117.1,117.1
SmolLM2-135M,int4,int4,1,4096,136642176,32,4.270,234.2,234.2
SmolLM2-135M,int4,int4,1,4096,136642176,64,2.135,468.4,468.4
SmolLM2-135M,int4,int4,1,4096,136642176,128,1.068,936.8,936.8
SmolLM2-135M,int4,int4,1,4096,136642176,256,0.534,1873.5,1873.5
SmolLM2-135M,int4,int4,1,4096,136642176,512,0.267,3747.0,3747.0
SmolLM2-135M,int4,int4,1,8192,161709696,4,40.427,24.7,24.7
SmolLM2-135M,int4,int4,1,8192,161709696,8,20.214,49.5,49.5
SmolLM2-135M,int4,int4,1,8192,161709696,16,10.107,98.9,98.9
SmolLM2-135M,int4,int4,1,8192,161709696,32,5.053,197.9,197.9
SmolLM2-135M,int4,int4,1,8192,161709696,64,2.527,395.8,395.8
SmolLM2-135M,int4,int4,1,8192,161709696,128,1.263,791.5,791.5
SmolLM2-135M,int4,int4,1,8192,161709696,256,0.632,1583.1,1583.1
SmolLM2-135M,int4,int4,1,8192,161709696,512,0.316,3166.2,3166.2
SmolLM2-135M,int4,int4,4,128,114708096,4,28.677,34.9,139.5
SmolLM2-135M,int4,int4,4,128,114708096,8,14.339,69.7,279.0
SmolLM2-135M,int4,int4,4,128,114708096,16,7.169,139.5,557.9
SmolLM2-135M,int4,int4,4,128,114708096,32,3.585,279.0,1115.9
SmolLM2-135M,int4,int4,4,128,114708096,64,1.792,557.9,2231.8
SmolLM2-135M,int4,int4,4,128,114708096,128,0.896,1115.9,4463.5
SmolLM2-135M,int4,int4,4,128,114708096,256,0.448,2231.8,8927.0
SmolLM2-135M,int4,int4,4,128,114708096,512,0.224,4463.5,17854.0
SmolLM2-135M,int4,int4,4,256,117841536,4,29.460,33.9,135.8
SmolLM2-135M,int4,int4,4,256,117841536,8,14.730,67.9,271.6
SmolLM2-135M,int4,int4,4,256,117841536,16,7.365,135.8,543.1
SmolLM2-135M,int4,int4,4,256,117841536,32,3.683,271.6,1086.2
SmolLM2-135M,int4,int4,4,256,117841536,64,1.841,543.1,2172.4
SmolLM2-135M,int4,int4,4,256,117841536,128,0.921,1086.2,4344.8
SmolLM2-135M,int4,int4,4,256,117841536,256,0.460,2172.4,8689.6
SmolLM2-135M,int4,int4,4,256,117841536,512,0.230,4344.8,17379.3
SmolLM2-135M,int4,int4,4,512,124108416,4,31.027,32.2,128.9
SmolLM2-135M,int4,int4,4,512,124108416,8,15.514,64.5,257.8
SmolLM2-135M,int4,int4,4,512,124108416,16,7.757,128.9,515.7
SmolLM2-135M,int4,int4,4,512,124108416,32,3.878,257.8,1031.4
SmolLM2-135M,int4,int4,4,512,124108416,64,1.939,515.7,2062.7
SmolLM2-135M,int4,int4,4,512,124108416,128,0.970,1031.4,4125.4
SmolLM2-135M,int4,int4,4,512,124108416,256,0.485,2062.7,8250.9
SmolLM2-135M,int4,int4,4,512,124108416,512,0.242,4125.4,16501.7
SmolLM2-135M,int4,int4,4,1024,136642176,4,34.161,29.3,117.1
SmolLM2-135M,int4,int4,4,1024,136642176,8,17.080,58.5,234.2
SmolLM2-135M,int4,int4,4,1024,136642176,16,8.540,117.1,468.4
SmolLM2-135M,int4,int4,4,1024,136642176,32,4.270,234.2,936.8
SmolLM2-135M,int4,int4,4,1024,136642176,64,2.135,468.4,1873.5
SmolLM2-135M,int4,int4,4,1024,136642176,128,1.068,936.8,3747.0
SmolLM2-135M,int4,int4,4,1024,136642176,256,0.534,1873.5,7494.0
SmolLM2-135M,int4,int4,4,1024,136642176,512,0.267,3747.0,14988.1
SmolLM2-135M,int4,int4,4,2048,161709696,4,40.427,24.7,98.9
SmolLM2-135M,int4,int4,4,2048,161709696,8,20.214,49.5,197.9
SmolLM2-135M,int4,int4,4,2048,161709696,16,10.107,98.9,395.8
SmolLM2-135M,int4,int4,4,2048,161709696,32,5.053,197.9,791.5
SmolLM2-135M,int4,int4,4,2048,161709696,64,2.527,395.8,1583.1
SmolLM2-135M,int4,int4,4,2048,161709696,128,1.263,791.5,3166.2
SmolLM2-135M,int4,int4,4,2048,161709696,256,0.632,1583.1,6332.3
SmolLM2-135M,int4,int4,4,2048,161709696,512,0.316,3166.2,12664.7
SmolLM2-135M,int4,int4,4,4096,211844736,4,52.961,18.9,75.5
SmolLM2-135M,int4,int4,4,4096,211844736,8,26.481,37.8,151.1
SmolLM2-135M,int4,int4,4,4096,211844736,16,13.240,75.5,302.1
SmolLM2-135M,int4,int4,4,4096,211844736,32,6.620,151.1,604.2
SmolLM2-135M,int4,int4,4,4096,211844736,64,3.310,302.1,1208.4
SmolLM2-135M,int4,int4,4,4096,211844736,128,1.655,604.2,2416.9
SmolLM2-135M,int4,int4,4,4096,211844736,256,0.828,1208.4,4833.7
SmolLM2-135M,int4,int4,4,4096,211844736,512,0.414,2416.9,9667.5
SmolLM2-135M,int4,int4,4,8192,312114816,4,78.029,12.8,51.3
SmolLM2-135M,int4,int4,4,8192,312114816,8,39.014,25.6,102.5
SmolLM2-135M,int4,int4,4,8192,312114816,16,19.507,51.3,205.1
SmolLM2-135M,int4,int4,4,8192,312114816,32,9.754,102.5,410.1
SmolLM2-135M,int4,int4,4,8192,312114816,64,4.877,205.1,820.2
SmolLM2-135M,int4,int4,4,8192,312114816,128,2.438,410.1,1640.4
SmolLM2-135M,int4,int4,4,8192,312114816,256,1.219,820.2,3280.8
SmolLM2-135M,int4,int4,4,8192,312114816,512,0.610,1640.4,6561.7
SmolLM2-135M,int4,int4,16,128,124108416,4,31.027,32.2,515.7
SmolLM2-135M,int4,int4,16,128,124108416,8,15.514,64.5,1031.4
SmolLM2-135M,int4,int4,16,128,124108416,16,7.757,128.9,2062.7
SmolLM2-135M,int4,int4,16,128,124108416,32,3.878,257.8,4125.4
SmolLM2-135M,int4,int4,16,128,124108416,64,1.939,515.7,8250.9
SmolLM2-135M,int4,int4,16,128,124108416,128,0.970,1031.4,16501.7
SmolLM2-135M,int4,int4,16,128,124108416,256,0.485,2062.7,33003.4
SmolLM2-135M,int4,int4,16,128,124108416,512,0.242,4125.4,66006.8
SmolLM2-135M,int4,int4,16,256,136642176,4,34.161,29.3,468.4
SmolLM2-135M,int4,int4,16,256,136642176,8,17.080,58.5,936.8
SmolLM2-135M,int4,int4,16,256,136642176,16,8.540,117.1,1873.5
SmolLM2-135M,int4,int4,16,256,136642176,32,4.270,234.2,3747.0
SmolLM2-135M,int4,int4,16,256,136642176,64,2.135,468.4,7494.0
SmolLM2-135M,int4,int4,16,256,136642176,128,1.068,936.8,14988.1
SmolLM2-135M,int4,int4,16,256,136642176,256,0.534,1873.5,29976.1
SmolLM2-135M,int4,int4,16,256,136642176,512,0.267,3747.0,59952.2
SmolLM2-135M,int4,int4,16,512,161709696,4,40.427,24.7,395.8
SmolLM2-135M,int4,int4,16,512,161709696,8,20.214,49.5,791.5
SmolLM2-135M,int4,int4,16,512,161709696,16,10.107,98.9,1583.1
SmolLM2-135M,int4,int4,16,512,161709696,32,5.053,197.9,3166.2
SmolLM2-135M,int4,int4,16,512,161709696,64,2.527,395.8,6332.3
SmolLM2-135M,int4,int4,16,512,161709696,128,1.263,791.5,12664.7
SmolLM2-135M,int4,int4,16,512,161709696,256,0.632,1583.1,25329.3
SmolLM2-135M,int4,int4,16,512,161709696,512,0.316,3166.2,50658.7
SmolLM2-135M,int4,int4,16,1024,211844736,4,52.961,18.9,302.1
SmolLM2-135M,int4,int4,16,1024,211844736,8,26.481,37.8,604.2
SmolLM2-135M,int4,int4,16,1024,211844736,16,13.240,75.5,1208.4
SmolLM2-135M,int4,int4,16,1024,211844736,32,6.620,151.1,2416.9
SmolLM2-135M,int4,int4,16,1024,211844736,64,3.310,302.1,4833.7
SmolLM2-135M,int4,int4,16,1024,211844736,128,1.655,604.2,9667.5
SmolLM2-135M,int4,int4,16,1024,211844736,256,0.828,1208.4,19334.9
SmolLM2-135M,int4,int4,16,1024,211844736,512,0.414,2416.9,38669.8
SmolLM2-135M,int4,int4,16,2048,312114816,4,78.029,12.8,205.1
SmolLM2-135M,int4,int4,16,2048,312114816,8,39.014,25.6,410.1
SmolLM2-135M,int4,int4,16,2048,312114816,16,19.507,51.3,820.2
SmolLM2-135M,int4,int4,16,2048,312114816,32,9.754,102.5,1640.4
SmolLM2-135M,int4,int4,16,2048,312114816,64,4.877,205.1,3280.8
SmolLM2-135M,int4,int4,16,2048,312114816,128,2.438,410.1,6561.7
SmolLM2-135M,int4,int4,16,2048,312114816,256,1.219,820.2,13123.4
SmolLM2-135M,int4,int4,16,2048,312114816,512,0.610,1640.4,26246.8
SmolLM2-135M,int4,int4,16,4096,512654976,4,128.164,7.8,124.8
SmolLM2-135M,int4,int4,16,4096,512654976,8,64.082,15.6,249.7
SmolLM2-135M,int4,int4,16,4096,512654976,16,32.041,31.2,499.4
SmolLM2-135M,int4,int4,16,4096,512654976,32,16.020,62.4,998.7
SmolLM2-135M,int4,int4,16,4096,512654976,64,8.010,124.8,1997.4
SmolLM2-135M,int4,int4,16,4096,512654976,128,4.005,249.7,3994.9
SmolLM2-135M,int4,int4,16,4096,512654976,256,2.003,499.4,7989.8
SmolLM2-135M,int4,int4,16,4096,512654976,512,1.001,998.7,15979.6
SmolLM2-135M,int4,int4,16,8192,913735296,4,228.434,4.4,70.0
SmolLM2-135M,int4,int4,16,8192,913735296,8,114.217,8.8,140.1
SmolLM2-135M,int4,int4,16,8192,913735296,16,57.108,17.5,280.2
SmolLM2-135M,int4,int4,16,8192,913735296,32,28.554,35.0,560.3
SmolLM2-135M,int4,int4,16,8192,913735296,64,14.277,70.0,1120.7
SmolLM2-135M,int4,int4,16,8192,913735296,128,7.139,140.1,2241.3
SmolLM2-135M,int4,int4,16,8192,913735296,256,3.569,280.2,4482.7
SmolLM2-135M,int4,int4,16,8192,913735296,512,1.785,560.3,8965.4
SmolLM2-135M,int4,int4,64,128,161709696,4,40.427,24.7,1583.1
SmolLM2-135M,int4,int4,64,128,161709696,8,20.214,49.5,3166.2
SmolLM2-135M,int4,int4,64,128,161709696,16,10.107,98.9,6332.3
SmolLM2-135M,int4,int4,64,128,161709696,32,5.053,197.9,12664.7
SmolLM2-135M,int4,int4,64,128,161709696,64,2.527,395.8,25329.3
SmolLM2-135M,int4,int4,64,128,161709696,128,1.263,791.5,50658.7
SmolLM2-135M,int4,int4,64,128,161709696,256,0.632,1583.1,101317.4
SmolLM2-135M,int4,int4,64,128,161709696,512,0.316,3166.2,202634.7
