model,phase,batch,peak_tmacs,bandwidth_gbs,sram,compute_ms,memory_ms,latency_ms
ResNet-34,image,1,2.0,8,4 MB,1.8421,16.9200,16.9200
ResNet-34,image,1,2.0,16,4 MB,1.8421,8.4600,8.4600
ResNet-34,image,1,2.0,32,4 MB,1.8421,4.2300,4.2300
ResNet-34,image,1,2.0,64,4 MB,1.8421,2.1150,2.3372
ResNet-34,image,1,2.0,128,4 MB,1.8421,1.0575,2.0844
ResNet-34,image,1,2.0,256,4 MB,1.8421,0.5287,1.9580
ResNet-34,image,1,2.0,512,4 MB,1.8421,0.2644,1.8948
ResNet-34,image,1,4.0,4,4 MB,0.9210,33.8400,33.8400
ResNet-34,image,1,4.0,8,4 MB,0.9210,16.9200,16.9200
ResNet-34,image,1,4.0,16,4 MB,0.9210,8.4600,8.4600
ResNet-34,image,1,4.0,32,4 MB,0.9210,4.2300,4.2300
ResNet-34,image,1,4.0,64,4 MB,0.9210,2.1150,2.1150
ResNet-34,image,1,4.0,128,4 MB,0.9210,1.0575,1.1686
ResNet-34,image,1,4.0,256,4 MB,0.9210,0.5287,1.0422
ResNet-34,image,1,4.0,512,4 MB,0.9210,0.2644,0.9790
ResNet-34,image,1,8.0,4,4 MB,0.4605,33.8400,33.8400
ResNet-34,image,1,8.0,8,4 MB,0.4605,16.9200,16.9200
ResNet-34,image,1,8.0,16,4 MB,0.4605,8.4600,8.4600
ResNet-34,image,1,8.0,32,4 MB,0.4605,4.2300,4.2300
ResNet-34,image,1,8.0,64,4 MB,0.4605,2.1150,2.1150
ResNet-34,image,1,8.0,128,4 MB,0.4605,1.0575,1.0575
ResNet-34,image,1,8.0,256,4 MB,0.4605,0.5287,0.5843
ResNet-34,image,1,8.0,512,4 MB,0.4605,0.2644,0.5211
ResNet-34,image,1,16.0,4,4 MB,0.2303,33.8400,33.8400
ResNet-34,image,1,16.0,8,4 MB,0.2303,16.9200,16.9200
ResNet-34,image,1,16.0,16,4 MB,0.2303,8.4600,8.4600
ResNet-34,image,1,16.0,32,4 MB,0.2303,4.2300,4.2300
ResNet-34,image,1,16.0,64,4 MB,0.2303,2.1150,2.1150
ResNet-34,image,1,16.0,128,4 MB,0.2303,1.0575,1.0575
ResNet-34,image,1,16.0,256,4 MB,0.2303,0.5287,0.5287
ResNet-34,image,1,16.0,512,4 MB,0.2303,0.2644,0.2921
ResNet-34,image,1,32.0,4,4 MB,0.1151,33.8400,33.8400
ResNet-34,image,1,32.0,8,4 MB,0.1151,16.9200,16.9200
ResNet-34,image,1,32.0,16,4 MB,0.1151,8.4600,8.4600
ResNet-34,image,1,32.0,32,4 MB,0.1151,4.2300,4.2300
ResNet-34,image,1,32.0,64,4 MB,0.1151,2.1150,2.1150
ResNet-34,image,1,32.0,128,4 MB,0.1151,1.0575,1.0575
ResNet-34,image,1,32.0,256,4 MB,0.1151,0.5287,0.5287
ResNet-34,image,1,32.0,512,4 MB,0.1151,0.2644,0.2644
ResNet-34,image,1,64.0,4,4 MB,0.0576,33.8400,33.8400
ResNet-34,image,1,64.0,8,4 MB,0.0576,16.9200,16.9200
ResNet-34,image,1,64.0,16,4 MB,0.0576,8.4600,8.4600
ResNet-34,image,1,64.0,32,4 MB,0.0576,4.2300,4.2300
ResNet-34,image,1,64.0,64,4 MB,0.0576,2.1150,2.1150
ResNet-34,image,1,64.0,128,4 MB,0.0576,1.0575,1.0575
ResNet-34,image,1,64.0,256,4 MB,0.0576,0.5287,0.5287
ResNet-34,image,1,64.0,512,4 MB,0.0576,0.2644,0.2644
ResNet-34,image,8,0.5,4,256 KB,58.9458,235.9118,235.9118
ResNet-34,image,8,0.5,8,256 KB,58.9458,117.9559,117.9559
ResNet-34,image,8,0.5,16,256 KB,58.9458,58.9779,74.3131
ResNet-34,image,8,0.5,32,256 KB,58.9458,29.4890,66.4626
ResNet-34,image,8,0.5,64,256 KB,58.9458,14.7445,62.5373
ResNet-34,image,8,0.5,128,256 KB,58.9458,7.3722,60.5746
ResNet-34,image,8,0.5,256,256 KB,58.9458,3.6861,59.5974
ResNet-34,image,8,0.5,512,256 KB,58.9458,1.8431,59.1143
ResNet-34,image,8,1.0,4,256 KB,29.4729,235.9118,235.9118
ResNet-34,image,8,1.0,8,256 KB,29.4729,117.9559,117.9559
ResNet-34,image,8,1.0,16,256 KB,29.4729,58.9779,58.9779
ResNet-34,image,8,1.0,32,256 KB,29.4729,29.4890,37.1566
ResNet-34,image,8,1.0,64,256 KB,29.4729,14.7445,33.2313
ResNet-34,image,8,1.0,128,256 KB,29.4729,7.3722,31.2686
ResNet-34,image,8,1.0,256,256 KB,29.4729,3.6861,30.2873
ResNet-34,image,8,1.0,512,256 KB,29.4729,1.8431,29.7987
ResNet-34,image,8,2.0,4,256 KB,14.7364,235.9118,235.9118
ResNet-34,image,8,2.0,8,256 KB,14.7364,117.9559,117.9559
ResNet-34,image,8,2.0,16,256 KB,14.7364,58.9779,58.9779
ResNet-34,image,8,2.0,32,256 KB,14.7364,29.4890,29.4890
ResNet-34,image,8,2.0,64,256 KB,14.7364,14.7445,18.5783
ResNet-34,image,8,2.0,128,256 KB,14.7364,7.3722,16.6156
ResNet-34,image,8,2.0,256,256 KB,14.7364,3.6861,15.6343
ResNet-34,image,8,2.0,512,256 KB,14.7364,1.8431,15.1437
ResNet-34,image,8,4.0,4,256 KB,7.3682,235.9118,235.9118
ResNet-34,image,8,4.0,8,256 KB,7.3682,117.9559,117.9559
ResNet-34,image,8,4.0,16,256 KB,7.3682,58.9779,58.9779
ResNet-34,image,8,4.0,32,256 KB,7.3682,29.4890,29.4890
ResNet-34,image,8,4.0,64,256 KB,7.3682,14.7445,14.7445
ResNet-34,image,8,4.0,128,256 KB,7.3682,7.3722,9.2891
ResNet-34,image,8,4.0,256,256 KB,7.3682,3.6861,8.3078
ResNet-34,image,8,4.0,512,256 KB,7.3682,1.8431,7.8172
ResNet-34,image,8,8.0,4,256 KB,3.6841,235.9118,235.9118
ResNet-34,image,8,8.0,8,256 KB,3.6841,117.9559,117.9559
ResNet-34,image,8,8.0,16,256 KB,3.6841,58.9779,58.9779
ResNet-34,image,8,8.0,32,256 KB,3.6841,29.4890,29.4890
ResNet-34,image,8,8.0,64,256 KB,3.6841,14.7445,14.7445
ResNet-34,image,8,8.0,128,256 KB,3.6841,7.3722,7.3722
ResNet-34,image,8,8.0,256,256 KB,3.6841,3.6861,4.6446
ResNet-34,image,8,8.0,512,256 KB,3.6841,1.8431,4.1539
ResNet-34,image,8,16.0,4,256 KB,1.8421,235.9118,235.9118
ResNet-34,image,8,16.0,8,256 KB,1.8421,117.9559,117.9559
ResNet-34,image,8,16.0,16,256 KB,1.8421,58.9779,58.9779
ResNet-34,image,8,16.0,32,256 KB,1.8421,29.4890,29.4890
ResNet-34,image,8,16.0,64,256 KB,1.8421,14.7445,14.7445
ResNet-34,image,8,16.0,128,256 KB,1.8421,7.3722,7.3722
ResNet-34,image,8,16.0,256,256 KB,1.8421,3.6861,3.6861
ResNet-34,image,8,16.0,512,256 KB,1.8421,1.8431,2.3223
ResNet-34,image,8,32.0,4,256 KB,0.9210,235.9118,235.9118
ResNet-34,image,8,32.0,8,256 KB,0.9210,117.9559,117.9559
ResNet-34,image,8,32.0,16,256 KB,0.9210,58.9779,58.9779
ResNet-34,image,8,32.0,32,256 KB,0.9210,29.4890,29.4890
ResNet-34,image,8,32.0,64,256 KB,0.9210,14.7445,14.7445
ResNet-34,image,8,32.0,128,256 KB,0.9210,7.3722,7.3722
ResNet-34,image,8,32.0,256,256 KB,0.9210,3.6861,3.6861
ResNet-34,image,8,32.0,512,256 KB,0.9210,1.8431,1.8431
ResNet-34,image,8,64.0,4,256 KB,0.4605,235.9118,235.9118
ResNet-34,image,8,64.0,8,256 KB,0.4605,117.9559,117.9559
ResNet-34,image,8,64.0,16,256 KB,0.4605,58.9779,58.9779
ResNet-34,image,8,64.0,32,256 KB,0.4605,29.4890,29.4890
ResNet-34,image,8,64.0,64,256 KB,0.4605,14.7445,14.7445
ResNet-34,image,8,64.0,128,256 KB,0.4605,7.3722,7.3722
ResNet-34,image,8,64.0,256,256 KB,0.4605,3.6861,3.6861
ResNet-34,image,8,64.0,512,256 KB,0.4605,1.8431,1.8431
ResNet-34,image,8,0.5,4,1 MB,58.9458,207.9847,207.9847
ResNet-34,image,8,0.5,8,1 MB,58.9458,103.9924,103.9924
ResNet-34,image,8,0.5,16,1 MB,58.9458,51.9962,74.3126
ResNet-34,image,8,0.5,32,1 MB,58.9458,25.9981,66.4623
ResNet-34,image,8,0.5,64,1 MB,58.9458,12.9990,62.5371
ResNet-34,image,8,0.5,128,1 MB,58.9458,6.4995,60.5746
ResNet-34,image,8,0.5,256,1 MB,58.9458,3.2498,59.5974
ResNet-34,image,8,0.5,512,1 MB,58.9458,1.6249,59.1143
ResNet-34,image,8,1.0,4,1 MB,29.4729,207.9847,207.9847
ResNet-34,image,8,1.0,8,1 MB,29.4729,103.9924,103.9924
ResNet-34,image,8,1.0,16,1 MB,29.4729,51.9962,51.9962
ResNet-34,image,8,1.0,32,1 MB,29.4729,25.9981,37.1563
ResNet-34,image,8,1.0,64,1 MB,29.4729,12.9990,33.2312
ResNet-34,image,8,1.0,128,1 MB,29.4729,6.4995,31.2686
ResNet-34,image,8,1.0,256,1 MB,29.4729,3.2498,30.2873
ResNet-34,image,8,1.0,512,1 MB,29.4729,1.6249,29.7987
ResNet-34,image,8,2.0,4,1 MB,14.7364,207.9847,207.9847
ResNet-34,image,8,2.0,8,1 MB,14.7364,103.9924,103.9924
ResNet-34,image,8,2.0,16,1 MB,14.7364,51.9962,51.9962
ResNet-34,image,8,2.0,32,1 MB,14.7364,25.9981,25.9981
ResNet-34,image,8,2.0,64,1 MB,14.7364,12.9990,18.5782
ResNet-34,image,8,2.0,128,1 MB,14.7364,6.4995,16.6156
ResNet-34,image,8,2.0,256,1 MB,14.7364,3.2498,15.6343
ResNet-34,image,8,2.0,512,1 MB,14.7364,1.6249,15.1436
ResNet-34,image,8,4.0,4,1 MB,7.3682,207.9847,207.9847
ResNet-34,image,8,4.0,8,1 MB,7.3682,103.9924,103.9924
ResNet-34,image,8,4.0,16,1 MB,7.3682,51.9962,51.9962
ResNet-34,image,8,4.0,32,1 MB,7.3682,25.9981,25.9981
ResNet-34,image,8,4.0,64,1 MB,7.3682,12.9990,12.9990
ResNet-34,image,8,4.0,128,1 MB,7.3682,6.4995,9.2891
ResNet-34,image,8,4.0,256,1 MB,7.3682,3.2498,8.3078
ResNet-34,image,8,4.0,512,1 MB,7.3682,1.6249,7.8171
ResNet-34,image,8,8.0,4,1 MB,3.6841,207.9847,207.9847
ResNet-34,image,8,8.0,8,1 MB,3.6841,103.9924,103.9924
ResNet-34,image,8,8.0,16,1 MB,3.6841,51.9962,51.9962
ResNet-34,image,8,8.0,32,1 MB,3.6841,25.9981,25.9981
ResNet-34,image,8,8.0,64,1 MB,3.6841,12.9990,12.9990
ResNet-34,image,8,8.0,128,1 MB,3.6841,6.4995,6.4995
ResNet-34,image,8,8.0,256,1 MB,3.6841,3.2498,4.6445
ResNet-34,image,8,8.0,512,1 MB,3.6841,1.6249,4.1539
ResNet-34,image,8,16.0,4,1 MB,1.8421,207.9847,207.9847
ResNet-34,image,8,16.0,8,1 MB,1.8421,103.9924,103.9924
ResNet-34,image,8,16.0,16,1 MB,1.8421,51.9962,51.9962
ResNet-34,image,8,16.0,32,1 MB,1.8421,25.9981,25.9981
ResNet-34,image,8,16.0,64,1 MB,1.8421,12.9990,12.9990
ResNet-34,image,8,16.0,128,1 MB,1.8421,6.4995,6.4995
ResNet-34,image,8,16.0,256,1 MB,1.8421,3.2498,3.2498
ResNet-34,image,8,16.0,512,1 MB,1.8421,1.6249,2.3223
ResNet-34,image,8,32.0,4,1 MB,0.9210,207.9847,207.9847
ResNet-34,image,8,32.0,8,1 MB,0.9210,103.9924,103.9924
ResNet-34,image,8,32.0,16,1 MB,0.9210,51.9962,51.9962
ResNet-34,image,8,32.0,32,1 MB,0.9210,25.9981,25.9981
ResNet-34,image,8,32.0,64,1 MB,0.9210,12.9990,12.9990
ResNet-34,image,8,32.0,128,1 MB,0.9210,6.4995,6.4995
ResNet-34,image,8,32.0,256,1 MB,0.9210,3.2498,3.2498
ResNet-34,image,8,32.0,512,1 MB,0.9210,1.6249,1.6249
ResNet-34,image,8,64.0,4,1 MB,0.4605,207.9847,207.9847
ResNet-34,image,8,64.0,8,1 MB,0.4605,103.9924,103.9924
ResNet-34,image,8,64.0,16,1 MB,0.4605,51.9962,51.9962
ResNet-34,image,8,64.0,32,1 MB,0.4605,25.9981,25.9981
ResNet-34,image,8,64.0,64,1 MB,0.4605,12.9990,12.9990
ResNet-34,image,8,64.0,128,1 MB,0.4605,6.4995,6.4995
ResNet-34,image,8,64.0,256,1 MB,0.4605,3.2498,3.2498
ResNet-34,image,8,64.0,512,1 MB,0.4605,1.6249,1.6249
ResNet-34,image,8,0.5,4,4 MB,58.9458,200.1419,200.1419
ResNet-34,image,8,0.5,8,4 MB,58.9458,100.0710,100.0710
ResNet-34,image,8,0.5,16,4 MB,58.9458,50.0355,74.3121
ResNet-34,image,8,0.5,32,4 MB,58.9458,25.0177,66.4620
ResNet-34,image,8,0.5,64,4 MB,58.9458,12.5089,62.5370
ResNet-34,image,8,0.5,128,4 MB,58.9458,6.2544,60.5745
ResNet-34,image,8,0.5,256,4 MB,58.9458,3.1272,59.5974
ResNet-34,image,8,0.5,512,4 MB,58.9458,1.5636,59.1143
ResNet-34,image,8,1.0,4,4 MB,29.4729,200.1419,200.1419
ResNet-34,image,8,1.0,8,4 MB,29.4729,100.0710,100.0710
ResNet-34,image,8,1.0,16,4 MB,29.4729,50.0355,50.0355
ResNet-34,image,8,1.0,32,4 MB,29.4729,25.0177,37.1560
ResNet-34,image,8,1.0,64,4 MB,29.4729,12.5089,33.2310
ResNet-34,image,8,1.0,128,4 MB,29.4729,6.2544,31.2685
ResNet-34,image,8,1.0,256,4 MB,29.4729,3.1272,30.2873
ResNet-34,image,8,1.0,512,4 MB,29.4729,1.5636,29.7987
ResNet-34,image,8,2.0,4,4 MB,14.7364,200.1419,200.1419
ResNet-34,image,8,2.0,8,4 MB,14.7364,100.0710,100.0710
ResNet-34,image,8,2.0,16,4 MB,14.7364,50.0355,50.0355
ResNet-34,image,8,2.0,32,4 MB,14.7364,25.0177,25.0177
ResNet-34,image,8,2.0,64,4 MB,14.7364,12.5089,18.5780
ResNet-34,image,8,2.0,128,4 MB,14.7364,6.2544,16.6155
ResNet-34,image,8,2.0,256,4 MB,14.7364,3.1272,15.6343
ResNet-34,image,8,2.0,512,4 MB,14.7364,1.5636,15.1436
ResNet-34,image,8,4.0,4,4 MB,7.3682,200.1419,200.1419
ResNet-34,image,8,4.0,8,4 MB,7.3682,100.0710,100.0710
ResNet-34,image,8,4.0,16,4 MB,7.3682,50.0355,50.0355
ResNet-34,image,8,4.0,32,4 MB,7.3682,25.0177,25.0177
ResNet-34,image,8,4.0,64,4 MB,7.3682,12.5089,12.5089
ResNet-34,image,8,4.0,128,4 MB,7.3682,6.2544,9.2890
ResNet-34,image,8,4.0,256,4 MB,7.3682,3.1272,8.3078
ResNet-34,image,8,4.0,512,4 MB,7.3682,1.5636,7.8171
ResNet-34,image,8,8.0,4,4 MB,3.6841,200.1419,200.1419
ResNet-34,image,8,8.0,8,4 MB,3.6841,100.0710,100.0710
ResNet-34,image,8,8.0,16,4 MB,3.6841,50.0355,50.0355
ResNet-34,image,8,8.0,32,4 MB,3.6841,25.0177,25.0177
ResNet-34,image,8,8.0,64,4 MB,3.6841,12.5089,12.5089
ResNet-34,image,8,8.0,128,4 MB,3.6841,6.2544,6.2544
ResNet-34,image,8,8.0,256,4 MB,3.6841,3.1272,4.6445
ResNet-34,image,8,8.0,512,4 MB,3.6841,1.5636,4.1539
ResNet-34,image,8,16.0,4,4 MB,1.8421,200.1419,200.1419
ResNet-34,image,8,16.0,8,4 MB,1.8421,100.0710,100.0710
ResNet-34,image,8,16.0,16,4 MB,1.8421,50.0355,50.0355
ResNet-34,image,8,16.0,32,4 MB,1.8421,25.0177,25.0177
ResNet-34,image,8,16.0,64,4 MB,1.8421,12.5089,12.5089
ResNet-34,image,8,16.0,128,4 MB,1.8421,6.2544,6.2544
ResNet-34,image,8,16.0,256,4 MB,1.8421,3.1272,3.1272
ResNet-34,image,8,16.0,512,4 MB,1.8421,1.5636,2.3223
ResNet-34,image,8,32.0,4,4 MB,0.9210,200.1419,200.1419
ResNet-34,image,8,32.0,8,4 MB,0.9210,100.0710,100.0710
ResNet-34,image,8,32.0,16,4 MB,0.9210,50.0355,50.0355
ResNet-34,image,8,32.0,32,4 MB,0.9210,25.0177,25.0177
ResNet-34,image,8,32.0,64,4 MB,0.9210,12.5089,12.5089
ResNet-34,image,8,32.0,128,4 MB,0.9210,6.2544,6.2544
ResNet-34,image,8,32.0,256,4 MB,0.9210,3.1272,3.1272
ResNet-34,image,8,32.0,512,4 MB,0.9210,1.5636,1.5636
ResNet-34,image,8,64.0,4,4 MB,0.4605,200.1419,200.1419
ResNet-34,image,8,64.0,8,4 MB,0.4605,100.0710,100.0710
ResNet-34,image,8,64.0,16,4 MB,0.4605,50.0355,50.0355
ResNet-34,image,8,64.0,32,4 MB,0.4605,25.0177,25.0177
ResNet-34,image,8,64.0,64,4 MB,0.4605,12.5089,12.5089
ResNet-34,image,8,64.0,128,4 MB,0.4605,6.2544,6.2544
ResNet-34,image,8,64.0,256,4 MB,0.4605,3.1272,3.1272
ResNet-34,image,8,64.0,512,4 MB,0.4605,1.5636,1.5636
ResNet-50,image,1,0.5,4,256 KB,8.2904,54.5570,54.5570
ResNet-50,image,1,0.5,8,256 KB,8.2904,27.2785,27.2785
ResNet-50,image,1,0.5,16,256 KB,8.2904,13.6392,13.7634
ResNet-50,image,1,0.5,32,256 KB,8.2904,6.8196,10.9688
ResNet-50,image,1,0.5,64,256 KB,8.2904,3.4098,9.5715
ResNet-50,image,1,0.5,128,256 KB,8.2904,1.7049,8.8729
ResNet-50,image,1,0.5,256,256 KB,8.2904,0.8525,8.5236
ResNet-50,image,1,0.5,512,256 KB,8.2904,0.4262,8.3507
ResNet-50,image,1,1.0,4,256 KB,4.1452,54.5570,54.5570
ResNet-50,image,1,1.0,8,256 KB,4.1452,27.2785,27.2785
ResNet-50,image,1,1.0,16,256 KB,4.1452,13.6392,13.6392
ResNet-50,image,1,1.0,32,256 KB,4.1452,6.8196,6.8817
ResNet-50,image,1,1.0,64,256 KB,4.1452,3.4098,5.4844
ResNet-50,image,1,1.0,128,256 KB,4.1452,1.7049,4.7858
ResNet-50,image,1,1.0,256,256 KB,4.1452,0.8525,4.4365
ResNet-50,image,1,1.0,512,256 KB,4.1452,0.4262,4.2618
ResNet-50,image,1,2.0,4,256 KB,2.0726,54.5570,54.5570
ResNet-50,image,1,2.0,8,256 KB,2.0726,27.2785,27.2785
ResNet-50,image,1,2.0,16,256 KB,2.0726,13.6392,13.6392
ResNet-50,image,1,2.0,32,256 KB,2.0726,6.8196,6.8196
ResNet-50,image,1,2.0,64,256 KB,2.0726,3.4098,3.4408
ResNet-50,image,1,2.0,128,256 KB,2.0726,1.7049,2.7422
ResNet-50,image,1,2.0,256,256 KB,2.0726,0.8525,2.3929
ResNet-50,image,1,2.0,512,256 KB,2.0726,0.4262,2.2182
ResNet-50,image,1,4.0,4,256 KB,1.0363,54.5570,54.5570
ResNet-50,image,1,4.0,8,256 KB,1.0363,27.2785,27.2785
ResNet-50,image,1,4.0,16,256 KB,1.0363,13.6392,13.6392
ResNet-50,image,1,4.0,32,256 KB,1.0363,6.8196,6.8196
ResNet-50,image,1,4.0,64,256 KB,1.0363,3.4098,3.4098
ResNet-50,image,1,4.0,128,256 KB,1.0363,1.7049,1.7204
ResNet-50,image,1,4.0,256,256 KB,1.0363,0.8525,1.3711
ResNet-50,image,1,4.0,512,256 KB,1.0363,0.4262,1.1964
ResNet-50,image,1,8.0,4,256 KB,0.5182,54.5570,54.5570
ResNet-50,image,1,8.0,8,256 KB,0.5182,27.2785,27.2785
ResNet-50,image,1,8.0,16,256 KB,0.5182,13.6392,13.6392
ResNet-50,image,1,8.0,32,256 KB,0.5182,6.8196,6.8196
ResNet-50,image,1,8.0,64,256 KB,0.5182,3.4098,3.4098
ResNet-50,image,1,8.0,128,256 KB,0.5182,1.7049,1.7049
ResNet-50,image,1,8.0,256,256 KB,0.5182,0.8525,0.8602
ResNet-50,image,1,8.0,512,256 KB,0.5182,0.4262,0.6856
ResNet-50,image,1,16.0,4,256 KB,0.2591,54.5570,54.5570
ResNet-50,image,1,16.0,8,256 KB,0.2591,27.2785,27.2785
ResNet-50,image,1,16.0,16,256 KB,0.2591,13.6392,13.6392
ResNet-50,image,1,16.0,32,256 KB,0.2591,6.8196,6.8196
ResNet-50,image,1,16.0,64,256 KB,0.2591,3.4098,3.4098
ResNet-50,image,1,16.0,128,256 KB,0.2591,1.7049,1.7049
ResNet-50,image,1,16.0,256,256 KB,0.2591,0.8525,0.8525
ResNet-50,image,1,16.0,512,256 KB,0.2591,0.4262,0.4301
ResNet-50,image,1,32.0,4,256 KB,0.1295,54.5570,54.5570
ResNet-50,image,1,32.0,8,256 KB,0.1295,27.2785,27.2785
ResNet-50,image,1,32.0,16,256 KB,0.1295,13.6392,13.6392
ResNet-50,image,1,32.0,32,256 KB,0.1295,6.8196,6.8196
ResNet-50,image,1,32.0,64,256 KB,0.1295,3.4098,3.4098
ResNet-50,image,1,32.0,128,256 KB,0.1295,1.7049,1.7049
ResNet-50,image,1,32.0,256,256 KB,0.1295,0.8525,0.8525
ResNet-50,image,1,32.0,512,256 KB,0.1295,0.4262,0.4262
ResNet-50,image,1,64.0,4,256 KB,0.0648,54.5570,54.5570
ResNet-50,image,1,64.0,8,256 KB,0.0648,27.2785,27.2785
ResNet-50,image,1,64.0,16,256 KB,0.0648,13.6392,13.6392
ResNet-50,image,1,64.0,32,256 KB,0.0648,6.8196,6.8196
ResNet-50,image,1,64.0,64,256 KB,0.0648,3.4098,3.4098
ResNet-50,image,1,64.0,128,256 KB,0.0648,1.7049,1.7049
ResNet-50,image,1,64.0,256,256 KB,0.0648,0.8525,0.8525
ResNet-50,image,1,64.0,512,256 KB,0.0648,0.4262,0.4262
ResNet-50,image,1,0.5,4,1 MB,8.2904,52.0998,52.0998
ResNet-50,image,1,0.5,8,1 MB,8.2904,26.0499,26.0499
ResNet-50,image,1,0.5,16,1 MB,8.2904,13.0249,13.7631
ResNet-50,image,1,0.5,32,1 MB,8.2904,6.5125,10.9687
ResNet-50,image,1,0.5,64,1 MB,8.2904,3.2562,9.5715
ResNet-50,image,1,0.5,128,1 MB,8.2904,1.6281,8.8729
ResNet-50,image,1,0.5,256,1 MB,8.2904,0.8141,8.5236
ResNet-50,image,1,0.5,512,1 MB,8.2904,0.4070,8.3507
ResNet-50,image,1,1.0,4,1 MB,4.1452,52.0998,52.0998
ResNet-50,image,1,1.0,8,1 MB,4.1452,26.0499,26.0499
ResNet-50,image,1,1.0,16,1 MB,4.1452,13.0249,13.0249
ResNet-50,image,1,1.0,32,1 MB,4.1452,6.5125,6.8816
ResNet-50,image,1,1.0,64,1 MB,4.1452,3.2562,5.4843
ResNet-50,image,1,1.0,128,1 MB,4.1452,1.6281,4.7857
ResNet-50,image,1,1.0,256,1 MB,4.1452,0.8141,4.4364
ResNet-50,image,1,1.0,512,1 MB,4.1452,0.4070,4.2618
ResNet-50,image,1,2.0,4,1 MB,2.0726,52.0998,52.0998
ResNet-50,image,1,2.0,8,1 MB,2.0726,26.0499,26.0499
ResNet-50,image,1,2.0,16,1 MB,2.0726,13.0249,13.0249
ResNet-50,image,1,2.0,32,1 MB,2.0726,6.5125,6.5125
ResNet-50,image,1,2.0,64,1 MB,2.0726,3.2562,3.4408
ResNet-50,image,1,2.0,128,1 MB,2.0726,1.6281,2.7422
ResNet-50,image,1,2.0,256,1 MB,2.0726,0.8141,2.3929
ResNet-50,image,1,2.0,512,1 MB,2.0726,0.4070,2.2182
ResNet-50,image,1,4.0,4,1 MB,1.0363,52.0998,52.0998
ResNet-50,image,1,4.0,8,1 MB,1.0363,26.0499,26.0499
ResNet-50,image,1,4.0,16,1 MB,1.0363,13.0249,13.0249
ResNet-50,image,1,4.0,32,1 MB,1.0363,6.5125,6.5125
ResNet-50,image,1,4.0,64,1 MB,1.0363,3.2562,3.2562
ResNet-50,image,1,4.0,128,1 MB,1.0363,1.6281,1.7204
ResNet-50,image,1,4.0,256,1 MB,1.0363,0.8141,1.3711
ResNet-50,image,1,4.0,512,1 MB,1.0363,0.4070,1.1964
ResNet-50,image,1,8.0,4,1 MB,0.5182,52.0998,52.0998
ResNet-50,image,1,8.0,8,1 MB,0.5182,26.0499,26.0499
ResNet-50,image,1,8.0,16,1 MB,0.5182,13.0249,13.0249
ResNet-50,image,1,8.0,32,1 MB,0.5182,6.5125,6.5125
ResNet-50,image,1,8.0,64,1 MB,0.5182,3.2562,3.2562
ResNet-50,image,1,8.0,128,1 MB,0.5182,1.6281,1.6281
ResNet-50,image,1,8.0,256,1 MB,0.5182,0.8141,0.8602
ResNet-50,image,1,8.0,512,1 MB,0.5182,0.4070,0.6855
ResNet-50,image,1,16.0,4,1 MB,0.2591,52.0998,52.0998
ResNet-50,image,1,16.0,8,1 MB,0.2591,26.0499,26.0499
ResNet-50,image,1,16.0,16,1 MB,0.2591,13.0249,13.0249
ResNet-50,image,1,16.0,32,1 MB,0.2591,6.5125,6.5125
ResNet-50,image,1,16.0,64,1 MB,0.2591,3.2562,3.2562
ResNet-50,image,1,16.0,128,1 MB,0.2591,1.6281,1.6281
ResNet-50,image,1,16.0,256,1 MB,0.2591,0.8141,0.8141
ResNet-50,image,1,16.0,512,1 MB,0.2591,0.4070,0.4301
ResNet-50,image,1,32.0,4,1 MB,0.1295,52.0998,52.0998
ResNet-50,image,1,32.0,8,1 MB,0.1295,26.0499,26.0499
ResNet-50,image,1,32.0,16,1 MB,0.1295,13.0249,13.0249
ResNet-50,image,1,32.0,32,1 MB,0.1295,6.5125,6.5125
ResNet-50,image,1,32.0,64,1 MB,0.1295,3.2562,3.2562
ResNet-50,image,1,32.0,128,1 MB,0.1295,1.6281,1.6281
ResNet-50,image,1,32.0,256,1 MB,0.1295,0.8141,0.8141
ResNet-50,image,1,32.0,512,1 MB,0.1295,0.4070,0.4070
ResNet-50,image,1,64.0,4,1 MB,0.0648,52.0998,52.0998
ResNet-50,image,1,64.0,8,1 MB,0.0648,26.0499,26.0499
ResNet-50,image,1,64.0,16,1 MB,0.0648,13.0249,13.0249
ResNet-50,image,1,64.0,32,1 MB,0.0648,6.5125,6.5125
ResNet-50,image,1,64.0,64,1 MB,0.0648,3.2562,3.2562
ResNet-50,image,1,64.0,128,1 MB,0.0648,1.6281,1.6281
ResNet-50,image,1,64.0,256,1 MB,0.0648,0.8141,0.8141
ResNet-50,image,1,64.0,512,1 MB,0.0648,0.4070,0.4070
ResNet-50,image,1,0.5,4,4 MB,8.2904,50.8919,50.8919
ResNet-50,image,1,0.5,8,4 MB,8.2904,25.4459,25.4459
ResNet-50,image,1,0.5,16,4 MB,8.2904,12.7230,13.7629
ResNet-50,image,1,0.5,32,4 MB,8.2904,6.3615,10.9686
ResNet-50,image,1,0.5,64,4 MB,8.2904,3.1807,9.5714
ResNet-50,image,1,0.5,128,4 MB,8.2904,1.5904,8.8728
ResNet-50,image,1,0.5,256,4 MB,8.2904,0.7952,8.5236
ResNet-50,image,1,0.5,512,4 MB,8.2904,0.3976,8.3507
ResNet-50,image,1,1.0,4,4 MB,4.1452,50.8919,50.8919
ResNet-50,image,1,1.0,8,4 MB,4.1452,25.4459,25.4459
